Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
2283-DB,LABORATORIOS QUIMICOS VETERINARIOS QUIMIVET LTDA,VIGENTE,MASTIVET,"Cada 100 ml de solucion tópica contiene: _x000D_
_x000D_
Cloruro de Alkil-dimetil Bencil Amonio solicion al 10%","

2,4 g",En bovinos como coadyuvante en el control de mastitis.,Manténgase fuera del alcance de los niños. Uso veterinario.  ,No informa.,No informa.,No informa.,Envases de polietileno por 1 y 5 galones,Bovinos.,No informa,Desinfectantes,VIGENTE,EXTRANJERO (Importado)
2296-DB,LABORATORIOS DE INVESTIGACIONES VETERINARIAS,VIGENTE,PIELOSAN (CHAMPU MEDICADO),"Cada 100 ml. contiene:_x000D_
_x000D_
Alquileter Sulfato Sodico_x000D_
Acido salicitico_x000D_
Acido fosfonico ","_x000D_
_x000D_
40 g_x000D_
2 g_x000D_
0.15 g_x000D_
","Champú medicado. Queratolitico, antiséptico fungicida.",Manténgase fuera del alcance de los niños. Evítese el contacto con los ojos. Úsese con precaución. Uso veterinario. El rotulado incluye otras precauciones de acuerdo con su categoría toxicológica.,No informa.,No informa.,No informa.,"Envase plastico por 45, 120, 250, 360, 500, 2.000 y 4.000 ml.",No informa.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
2301-DB,ANLAGEN DE COLOMBIA DE COLOMBIA ,VIGENTE,WORMEREX,"Dibutiltin dilaurato_x000D_
Piperazins base_x000D_
Fenotiacina","7.0%_x000D_
5.5%_x000D_
29.0%","En pollos y pavos para el tratamiento de infestaciones parasitarias causadas por: Teania sp., Ascaris sp., y Heterakis sp.",Las  aves destinadas al consumo humano no deben recibir el producto durante 7 días anteriores a su sacrificio. Uso veterinario. Manténgase fuera del alcance de los niños.,No informa.,No informa.,No informa.,Bolsas por 500 gramos y envases por 2 Kg.,Aves.,Carne: 7 días,Desinfectantes,VIGENTE,EXTRANJERO (Importado)
2356-DB,ELECTROQUIMICA WEST,VIGENTE,WEST GLO SHAMPOO,"Cada 100 mL. de producto contienen:

Sal sódica de alquil glicol sulfato (alcohol graso etoxilado, äcido fosfórico, asoda caústica) 
Agentes humectantes (Glicerina, propilengicol)
Succinato de sodio (indol 8050)
","

14,6 g.

1,8 g.
4,5 g.",Jabón líquido para el baño de  los animales domésticos,Manténgase fuera del alcance de los niños. Uso veterinario,ELECTROQUIMICA WEST,Colombia.,No aplica.,"Polietileno de alta densidad por 60, 120, 500, 2000 y 4000 mL",Animales domésticos,No aplica. ,Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
2367-DB,LABORATORIOS VELOX LTDA,VIGENTE,CHAMPÚ VELOX,"Cada 100 mL de champú contienen:_x000D_
_x000D_
Aqua 65,20 g., Sodium Laureth Sulfate 30 g., Sodium Chloride 2,5 g., Cocamide DEA 1,5 g., Fragance 0,4 g., Sodium Propylparaben 0,3 g., Citric Acid 0,1 g., c.s.p. 100 mL.",.,Champú cosmético para uso en perros y equinos para la limpieza y cuidado del pelo.,"Uso veterinario. Uso externo. Manténgase fuera del alcance de los niños y animales domésticos. Conserve el envase en posición vertical. Almacenar en un lugar seco, fresco y protegido de la luz directa del sol. No almacenar a temperaturas superiores a 30°C.",LABORATORIO VELOX LTDA,Colombia.,No aplica.,"Envases en PEAD por 150, 250, 500 o 1000 mL. 
Envases en PEAD por 3,8 o 20 L.",Caninos y Equinos,No aplica.,,VIGENTE,COLOMBIA (Fabricado Nacional)
2369-DB,INQUIFASA S.A.,VIGENTE,INQUISOL,"Cada 100 mL. contiene: 

Yodopolivinil Pirrolidona con 10% de yodo disponible","

7.5 g.",Antiseptico para uso externo,Mantengase fuera del alcance de los niños. Uso Veterinario.,No informa.,No informa.,No informa.,"Envase por 500 mL, 1 l. y 1 gl.",,No informa,Cosméticos,VIGENTE,EXTRANJERO (Importado)
2373-DB,SCHERING PLOUGH S.A.,VIGENTE,F.S.H. - P INYECTABLE,"Cada frasco contiene:_x000D_
_x000D_
F.S.H. Equivale a _x000D_
Estandar Armour_x000D_
","_x000D_
_x000D_
50 mg del","En bovinos, equinos, porcinos, ovinos y caninos para el tratamiento de deficiencias de la hormona F.S.H.",La administración del producto puede ocasionar reacciones de tipo alérgico o anafiláctico. Uso veterinario. Manténgase  fuera del alcance de los niños. Venta por prescripción del médico veterinario.,No imforma,No informa.,No imforma,Cajas de carton que contienen un frasco de 10 ml de F.S.H. con un equivalente a 50 mg del Estandar Armour y un frasco de 10 ml de diluyente.,"Bovinos, Equinos, Porcinos, Ovinos y Caninos",No informa,Antisépticos,VIGENTE,EXTRANJERO (Importado)
2406-DB,COOPERS COLOMBIA S.A,VIGENTE,JABON DESODORANTE PULVEX N.F,"Cada pasta contiene:_x000D_
_x000D_
Monocioro-Orto-fenil-fenol_x000D_
Jabon base_x000D_
Fragancias y color","_x000D_
_x000D_
3%_x000D_
96%_x000D_
1%",Jabón medicado antiséptico y desodorizante.,Uso veterinario. Manténgase fuera del alcance de los niños.,No informa.,No informa.,No informa.,Pasta por 100 g.,No informa.,No informa,Minerales,VIGENTE,EXTRANJERO (Importado)
2470-DB,QUIMICA MAGISTRAL ANDINA LTDA,VIGENTE,MI FIEL AMIGO,"Cada 100 mL. de champu contienen:                                                                                              

Lauril eter sulfato sódico                                                                                                                      Dietanolamina de ácido graso de coco                                                                                       Irgasan DP 300                                                                                                                                        Perfume                                                                                 ","    
                 30,0 g.
                    2,5 g.
                 0,250 g.
                     0,5 g.",Champú desodorante para perros,Manténgase fuera del alcance de los niños. Uso veterinario,NOVALFARM LTDA,Colombia.,No aplica.,Envase plástico por 250 mL,Caninos,No aplica.,Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
2480-DB,COMERCIALIZADORA BOGOTANA LTDA,VIGENTE,SHAMPOO MEDICADO CAN AMOR,"Cada 100 ml contiene:

Resmetrin
Blend PPG
Fragancia bebe M/9866","_x000D_
_x000D_
0.65 g_x000D_
32.28 g_x000D_
0.48 g","Shampoo medicado para el control de pulgas, piojos y garrapatas de los caninos.",CATEGORÍA III DE TOXICIDAD. Moderadamente tóxica. Nociva para peces y crustáceos. No usar en animales lactantes o menores de 3 meses. Uso veterinario. Manténgase fuera del alcance de los niños.,No informa.,No informa.,No informa.,"Envases plasticos por 240, 1000 y 1500 ml.",Caninos.,No aplica.,Biológicos,VIGENTE,EXTRANJERO (Importado)
2564-DB,IMPORIZA LTDA,VIGENTE,SELLOTET,"Cada 100 mL. de solución contienen:

Dodecil Benceno Ácido sulfónico Lineal (DDBSAL)","

2 g.",Antiséptico externo para pezones. Coadyuvante en el control de mastitis bovina. ,Uso veterinario. Manténgase fuera del alcance de los niños. No debe usarse en combinación con compuestos de amonio cuaternario. ,Biosinfar S.A.S,Colombia.,No aplica.,"Envase de PEAD por 1,9 L, 3,8 L o 19 L. ",Bovinos,,Antisépticos,VIGENTE,COLOMBIA (Fabricado Nacional)
2584-DB,"VINELAND LABORATORIES, INC",VIGENTE,VACUNA CONTRA LA ENFERMEDAD DE NEWCASTLE (INACTIVADA),"_x000D_
Cada dosis de 0.5 mL. de vacuna antes de inactivar contiene:_x000D_
_x000D_
Virus de newcastle cepa la Sota","



12⁷﮲⁰DIE ₅₀


",En pollos y pavos para la prevención de la enfermedad de Newcastle ,Uso Veterinario. Manténgase fuera del alcance de los niños. Vacunar únicamente aves sanas. Conservar entre 3 y 7 °C. ,"VINELAND LABORATORIOS, INC.",Estados Unidos.,No informa.,Frascos por 500 mL. de 1.000 dosis. ,Aves,No aplica.,Antisépticos,VIGENTE,EXTRANJERO (Importado)
2651-DB,LABORATORIOS DE INVESTIGACIONES VETERINARIAS,VIGENTE,PIELOSA COLONIA,"Cada 100 mL. contienen:
Fragancia DTV 710
Alcohol etilico","
5 g.
75 mL.",Aromatizante para perros y gatos,Uso veterinario. Manténgase fuera del alcance de los niños. Evítese el contacto con los ojos ,No informa.,No informa.,No informa.,"Frascos por 9, 15, 30, 50, 60, 100, 500 y 1000 mL.",,No informa,Antihelmínticos,VIGENTE,EXTRANJERO (Importado)
2700-DB,LABORATORIOS BIOGEN DE COLOMBIA S.A.,VIGENTE,OXITETRACICLINA 50,"Cada mL. de solución inyectable contiene:  
                                                                                  Oxitetraciclina clorhidrato","  
                            50 mg.","En bovinos, equinos, porcinos, ovinos, caninos y aves para el tratamiento de infecciones ocasionadas por Anaplasma sp., Rickettsia sp., Streptococcus sp., Clostridium  sp., Escherichia coli., Hexamitia sp., Pasteurella sp., Haemophilus sp., Campylobacter sp., Listeria sp., Bacteroides sp., y Shigella sp.","Los animales tratados no deben sacrificarse para consumo humano hasta 22 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 6 días después de finalizado el mismo no debe darse al consumo humano.  Venta bajo formula del Médico Veterinario. Mantener fuera del alcance de los niños. Uso Veterinario._x000D_
_x000D_
",Laboratorios DECNO S.A.S,Colombia.,No aplica.,"Frasco de vidrio ámbar tipo III por 10, 50, 100, 250 y 500 ml.","Bovinos, Equinos, Porcinos, Ovinos, Caninos y Aves",Carne: 22 días        Leche: 144 horas,Antisépticos,VIGENTE,COLOMBIA (Fabricado Nacional)
2722-DB,LABORATORIOS BIOGEN DE COLOMBIA S.A.,VIGENTE,WINNER SHAMPOO,Cada 100 mL. de shampoo contienen:                                                                                             Oxido de alquildimetilamina                                                                                                            Dietanolamina de ácidos grasos de coco                                                                                                  Mezcla de éter sulfato de alcoholes grasos,"                 0,28 g.
                   3,0 g.
                  30,0 g.","Shampoo para caninos, equinos y bovinos.

","Manténgase fuera del alcance de los niños.

",BIOGEN,Colombia.,,"Frascos en PEAD por 120, 450 y 1000 mL","Caninos, Equinos y Bovinos",No aplica. ,Antihelmínticos,VIGENTE,COLOMBIA (Fabricado Nacional)
2738-DB,BEDSON S.A,VIGENTE,FOSBAC,"Cada 100 g. de polvo soluble contienen:

Fosfomicina Cálcica","_x000D_
_x000D_
25.0 g.",En aves para el tratamiento de enfermedades tales como: Colibacilosis causada por e. coli: Estafilococasis auricular causada por Staphylococcus aureus; Hepatoenteritis causada por  pseudomona aeruginosa; Colera avia causada por pasterella multocida y Listeriosis causada por Listeria monocytogenes.,Los animales tratados no deben sacrificarse para consumo humano hasta 7 dias después de finalizado el tratamiento.  No emplear en ponedoras en produccion.  Venta bajo fórmula del Médico Veterinario. Uso Veterinario.  Manténgase fuera del alcance  de los niños. Conservar en un lugar fresco y seco al abrigo de la luz.,Bedson S.A.,Argentina.,Basic Farm S.A.S.,"Sobre Trilaminado ( Poliester, Aluminio, Polietileno) por 160 g. y 1 y 5 Kg._x000D_
Balde en PEAD con 5 sobres de 1 Kg. _x000D_
Balde en PEAD con 1 sobre de 5 Kg. _x000D_
Caja cartón corrugado con 5 sobres de 1 Kg. _x000D_
Caja de carton corrugado con 1 sobre de 5 Kg._x000D_
Caja de cartón corrugado con 125 sobres de 160 g._x000D_
 Caja de cartón corrugado con 20 sobres de 1 Kg._x000D_
Caja de cartón corrugado con 4 sobresde 5 Kg. _x000D_
 Cuñete de cartón con 6 sobres de 5 Kg.",Aves.,Carne: 7 días,Antisépticos,VIGENTE,EXTRANJERO (Importado)
2760-DB,VIRBAC COLOMBIA LTDA,VIGENTE,COLONIA MASCOTT,Esencia anais-anais (ref. 3-86007) ,"                           0,5 mL.",Colonia aromatizante,Evite el contacto con los ojos. Manténgase fuera del alcance de los niños. Uso veterinario.,LABORATORIOS SYNTHESIS S.A.S,Colombia.,,"Frasco atomizador por 15, 20, 30 y 60 mL",No informa.,No aplica. ,Otros medicamentos del sistema digestivo,VIGENTE,COLOMBIA (Fabricado Nacional)
2765-DB,LABORATORIOS EDO S.A.S.,VIGENTE,DERMAVET SHAMPOO,Cada 100 mL. contienen:                                                                                                                       Formaldehído                                                                                                                                             Lauril sulfato de sodio (texapon N-70)                                                                                      Cocamida DEA (comperland KD)         ,"                0,2 mg.
                 7,66 g.
                      3 g.",Shampoo medicado. Coadyuvante en afecciones de la piel,"Uso veterinario. Manténgase fuera del alcance de los niños.

",LABORATORIOS EDO S.A.S,Colombia.,,Frascos de PET por 240 mL. Dfrasco en PEAD por 500 mL 1 y 3 L,"Equinos, perros y gatos ",No aplica. ,Analgésicos,VIGENTE,COLOMBIA (Fabricado Nacional)
2807-DB,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A.""VECOL S.A.""",VIGENTE,CALMADEX,"Cada frasco por 500 mL. contiene:

Gluconato de Calcio
Cloruro de Magnesio
Glicerofosfato de Magnesio
Glicerofosfato de Sodio
Dextrosa anhidra","

100 g.
11,5 g.
12 g.
13,5 g.
75 g.","TRATAMIENTO DE LAS DEFICIENCIAS DEL CACIO, FOSFORO, MAGNESIO, HIPOGLICEMIA. FIEBRE DE LECHE, ECLAMPSIA PUERPERAL Y COMO COADYUVANTE EN EL TRATAMIENTO DE CETOSIS BOVINA, REQUITISMO Y SINDROME DE VACA CAIDA.",USO VETERINARIO. MANTENGASE FUERA DEL ALCANCE DE LOS NIÑOS.,VECOL S.A,Colombia.,,,,,Desinfectantes,VIGENTE,COLOMBIA (Fabricado Nacional)
2822-DB,FIGA S.A.,VIGENTE,BOVIGAN,"Cad mL. de solución inyectable contiene:

Levamisol clorhidrato",150 mg.,"En bovinos, porcinos, ovinos y caprinos para el control y tratamiento del parasitismo interno producido por Haemonchus sp.,  Ostertagia sp., Trichostrongylus sp., Bunostomum sp., Nematodirus sp., Neoascaris sp., Chabertia sp., Cooperia sp., Oesophagostomum sp., Strongyloides sp., y Dictyocaulus sp.

","Los animales tratados no deben sacrificarse para consumo humano hasta 3 días después de finalizado el tratamiento. La leche producida durante el tratamiento y 24 horas después de finalizado el mismo no debe darse al consumo humano. Uso veterinario. Manténgase fuera del alcance de los niños. Almacenar en un lugar fresco, seco y protegido de la luz.",LABORATORIOS DECNO S.A.S,Colombia.,No aplica.,"Frascos en PEAD por 20, 100, 250 y 500 mL","Bovinos, Caprinos, Ovinos y Porcinos.",Carne: 3 días                 Leche: 24 horas               ,Antisépticos,VIGENTE,COLOMBIA (Fabricado Nacional)
2851-DB,MALLINCRODT VETERINARY  S.A.,VIGENTE,BAÑO SECO DESODORANTE PARA PERROS,"_x000D_
_x000D_
Monocloro Orto Fenil Fenol","_x000D_
_x000D_
0.50% P/V","Antiséptico, desodorante y aromatizante.",Uso VeterinarioManténgase fuera del alcance de los niños.,No informa.,No informa.,No informa.,Envase por 150 g.,No informa.,No informa,Antihelmínticos,VIGENTE,EXTRANJERO (Importado)
2956-DB,LABORATORIOS SERVISUMOS S.A,VIGENTE,SERVIGAN ORAL,"Cada mL. de soluciópn oral contiene:

Vitamina A (como Palmitato)
Vitamona D3
Vitamina E (acetato)

","

30.000 U.l
12.500 U.l
50 U.l","En bovinos, equinos, cerdos, ovinos y caprinos para el tratamiento de las deficiencias de vitaminas A,D3 y E._x000D_
Coadyuvante en trastornos reproductivos.",Uso Veterinario. Manténgase fuera del alcance de los niños.,QOPPA PHARMA S.A.S. ,Colombia.,No aplica.,"Cojín en polietileno por 20 ml. _x000D_
Caja plegadiza conteniendo 100 cojines en polietileno por 20 ml.","Bovinos. Equinos, Porcinos, Ovinos y Caprinos.",No requiere,Antisépticos,VIGENTE,COLOMBIA (Fabricado Nacional)
2999-DB,LABORATORIOS PROVET S.A.S.,VIGENTE,CHAMPÚ BRILLO,"Cada 100 mL de champú contienen:

Irgasán DP 300","


500 mg","Champú medicado para el control de infecciones de la piel. Proporcionada limpieza,  brillo y aroma",Uso Veterinario. Manténgase fuera del  alcance de los niños.,PROVET S.A.S,Colombia.,No aplica.,"Frascos en PEAD por 120, 250, 400, 500, 950 o 2000 ml.
Sobre trilaminado en polietileno/poliéster metalizado/poliéster por 22 gramos. Caja por 50 sobres.",No informa.,No informa,Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
3063-DB,AUROFARMA VETERINARIA LTDA,VIGENTE,AURO JABÓN,"Cada 100 g. de jabón contienen: 

Hexaclorofeno","

1.00 g","En equinos, caninos, felinos y vacunos de exposición como jabón medicado, antiséptico y desodorante.",Manténgase fuera del alcance de los niños. Uso Veterinario.,AZUL- K S.A,Colombia.,No aplica.,Pasta por 90 y 100 g. en bolsa plástica de polietileno de baja densidad.,"Caninos, Equinos y Felinos.",No aplica. ,,VIGENTE,COLOMBIA (Fabricado Nacional)
3148-DB,LABORATORIOS GANACOL LTDA.,VIGENTE,ORVICAN CHAMPÚ,"_x000D_
Cada 100 mL. de champú contienen:_x000D_
_x000D_
Triclosan","_x000D_
_x000D_
_x000D_
0.2 g.",Champú antiséptico para la limpieza de equinos y caninos.,"Uso Veterinario. Mantener fuera del alacance de los niños. Mantener a una temperatura no superior a 30ºC, protegido de la luz.",QOPPA PHARMA S.A.S.,Colombia.,No aplica.,Frascos PEAD por 250 y 500 mL.,Caninos y Equinos.,No aplica.,Anestésicos,VIGENTE,COLOMBIA (Fabricado Nacional)
3151-DB,VICAR FARMACEUTICA S.A.,VIGENTE,NOVACAN CACHORROS ,"Cada 100 mL. de suspensión oral contiene:


Pamoato de pirantel  (Equivalente a pirantel base 2.8 g.)","


8 g.","En perros y gatos  para el control y tratamiento de Ascaris sp, Toxocara canis, Ancylostoma caninum, Uncynaria stenocephala.",Uso Veterinario. Manténgase fuera del alcance de los niños y los animales domésticos. Venta bajo fórmula del Médico Veterinario. No administrar en animales con hipersensibilidad conocida a alguno de los componentes de la fórmula. A dosis terapéutica puede darse ocasionalmente vómito. Almacenar a temperatura inferior a 30º C.,VICAR FARMACEUTICA S.A.,Colombia.,No aplica.,Caja plegadiza que contiene jeringas en polipropileno por 2.5 y 5 mL.,Caninos y Felinos.,No aplica.,Antisépticos,VIGENTE,COLOMBIA (Fabricado Nacional)
3164-DB,VINELAND LABORATORIES ,VIGENTE,Antígeno Pullorum Polivalente,Salmonella Pullorum Cepas N° 11-4-296-77 y 79,,Para el diagnóstico de salmonelosis en aves. ,Uso Veterinario. Manténgase fuera del alcance de los niños. Conservese entre 3 y 7 °C. ,VINELAND LABORATORIES INC,No informa.,"EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A.""VECOL S.A.""",Frascos por 1.000 pruebas (50 mL.). ,Aves,No aplica.,Desinfectantes,VIGENTE,EXTRANJERO (Importado)
